Alphabet,Eponym,Eponym_easy,Eponym_easy_yr,Topic,Disease,Eponym_strip,Who,Who_B,Surname,Region_A1,RegionOfEponym_A1,Where,Author_1_Role,Operation,WhoNamedIt,Author_1,Year,Year_str,Sex_A1,CityOfEponym_A1,Lat_A1,Long_A1,Continent_A1,CountryOfEponym_A1,CountryOfEponym_easy,ISO_country_A1,Author_2,Sex_A2,Lat_A2,Long_A2,Class,Subclass,Type_bed_scar,Type_op_cut,Type_short,Type,Type_1,ExamSpec,ExamFav,Pubmed_results,Google_results,GxP,Log2_GxP,Log10_GxP,Societies,ICD11,PMID,Ref,journal,journal_short,journal_name,Journal_Spec,History,Description,WNI_link,Ref_site,Pubmed,Wiki_link,ICD11_link,TMS_link,Manufacturer,Eponymictionary
B,Battle's incision,Battle's incision,1895 - Battle's incision,"Emergency Surgery,General Surgery",Appendicitis,Battle,Willian Henry Battle,**Willian Henry Battle**,Battle,England,London,"**London, England, UK**",Doctor_Surgeon,Appendicectomy,Yes,Willian Henry Battle,1895,**1895**,M,London,51.49895,-0.1188,Europe,UK,UK,GBR,,,,,Appendix,Appendix,Incisions,Incisions,Incisions,Incisions,,,,1,968,968,9.918863237,2.985875357,,No,,"Buzzard T. **Modified incision for removal of the vermiform appendix**. Presented by Mr Battle, Clinical Society of London - Clinical Evening.  _Br Med J_. 1895; 2: 1360.","Br Med J,BMJ,British Medical Journal",BMJ,"_Journal_: **British Medical Journal** (BMJ, Br Med J)",,,,http://www.whonamedit.com/synd.cfm/2974.html,,,,,,,
B,Battle's operation,Battle's operation,1901 - Battle's operation,Hernia,"Hernia,Femoral Hernia",Battle,Willian Henry Battle,**Willian Henry Battle**,Battle,England,London,"**London, England, UK**",Doctor_Surgeon,Femoral hernia repair - Open,Yes,Willian Henry Battle,1901,**1901**,M,London,51.49891,-0.1188,Europe,UK,UK,GBR,,,,,Hernia,Femoral,1,1,Operations,Operations,,,,1,4290,4290,12.06676193,3.632457292,,No,,Battle WH. **Abstract of a clinical lecture on femoral hernia**. _Lancet_. 1901; 157: 302-305,"Lancet,The Lancet",Lancet,_Journal_: **The Lancet**,,,,http://www.whonamedit.com/synd.cfm/2975.html,https://www.sciencedirect.com/science/article/pii/S0140673601713657,,,,,,
B,Battle's sign,Battle's sign,1890 - Battle's sign,"Trauma,Neurosurgery","Trauma,Head Injury,Raised Intracranial Pressure (ICP)",Battle,Willian Henry Battle,**Willian Henry Battle**,Battle,England,London,"**London, England, UK**",Doctor_Surgeon,,Yes,Willian Henry Battle,1890,**1890**,M,London,51.49887,-0.1188,Europe,UK,UK,GBR,,,,,Head,Trauma,1,1,Signs,Signs,,,,19,47300,898700,19.77748008,5.953614742,,No,,Battle WH. **Three lectures on some points relating to injuries to the head**. _Br Med J_. 1890; 12: 2 (1541): 75-81,"Lancet,The Lancet",Lancet,_Journal_: **The Lancet**,,,,https://www.whonamedit.com/synd.cfm/2976.html,https://www.sciencedirect.com/science/article/pii/S0140673601974707,,,,,,
B,Baxter / Parkland formula,Baxter Parkland formula,1968 - Baxter Parkland formula,"Plastics,Trauma","Burns,Trauma",Baxter,Charles R Baxter,**Charles R Baxter** & **Tom Shires**,Baxter,Texas,Texas,"**Dalla, Texas, USA** (Parkland Memorial Hospital)",Doctor_Physician,Burns surgery,No,Charles R Baxter,1968,**1968**,M,Dallas,32.810278,-96.838889,North America,USA,USA,USA,,,,,General,General,1,1,Scores,Scores,Skin,"Plastics,Trauma,All Specialties",Yes,7,175000,1225000,20.22435032,6.088136089,,No,,"Baxter CR, Shires T. **Physiological response to crystalloid resuscitation of severe burns** _Ann N Y Acad Sci_. 1968; 150 (3): 874-894",,,,,,,,,,https://en.wikipedia.org/wiki/Parkland_formula,,,,
B,Beger procedure,Beger procedure,1972 - Beger procedure,HPB,Chronic Pancreatitis,Beger,Hans Günther Beger,**Hans Günther Beger**,Beger,Baden-Württemberg,Ulm,"**Ulm, Baden-Württemberg, Germany**",Doctor_Surgeon,Pancreatic surgery,No,Hans Günther Beger,1972,**1972**,M,Ulm,48.4221,9.9525,Europe,Germany,Germany,DEU,,,,,Pancreas,Pancreas,1,1,Operations,Operations,,,,41,"8,180",335380,18.35543713,5.52553716,,No,,"Beger HG, Büchler M, Bittner R. **The duodenum preserving resection of the head of the pancreas (DPRHP) in patients with chronic pancreatitis and an inflammatory mass in the head. An alternative surgical technique to the Whipple operation**. _Acta Chir Scand_. 1990; 156(4): 309-315","Acta Chir Scand,Acta Chirurgica Scandinavica",Acta Chir Scand,_Journal_: **Acta Chirurgica Scandinavica** (Acta Chir Scand),,,,,,https://pubmed.ncbi.nlm.nih.gov/2349851/,,,,,
B,Belsey Mark IV operation,Belsey Mark IV operation,1967 - Belsey Mark IV operation,Oesophagogastric,"GORD,GERD,Reflux",Belsey Mark IV,Ronald Herbert Robert Belsey,**Ronald Herbert Robert Belsey**,Belsey,England,Frenchay,"**Frenchay, Bristol, England, UK**",Doctor_Surgeon,Antireflux surgery,No,Ronald Herbert Robert Belsey,1967,**1967**,M,Frenchay,51.4969,-2.527,Europe,UK,UK,GBR,,,,,Oesophagogastric,Stomach,1,1,Operations,Operations,,,,80,11500,920000,19.81127434,5.963787827,FRCS(Eng),No,,"Skinner DB, Belsey RH. **Surgical management of esophageal reflux and hiatus hernia. Long-term results with 1,030 patients**. _J Thorac Cardiovasc Surg_. 1967; 53(1): 33-54","J Thorac Cardiovasc Surg,The Journal of Thoracic and Cardiovascular Surgery,Journal of Thoracic and Cardiovascular Surgery",J Thorac Cardiovasc Surg,_Journal_: **The Journal of Thoracic and Cardiovascular Surgery** (J Thorac Cardiovasc Surg),,,,,,https://pubmed.ncbi.nlm.nih.gov/5333620/,,,,,
B,Bentall procedure,Bentall procedure,1968 - Bentall procedure,"Cardiothoracics,Vascular","Aortic Root Disease,Marfan's Syndrome",Bentall,Hugh Bentall,**Hugh Bentall**,Bentall,London,London,"**London, England, UK**",Doctor_Surgeon,"Aortic surgery,Cardiac valve replacement",No,Hugh Bentall,1968,**1968**,M,London,51.5163,-0.2369,Europe,UK,UK,GBR,,,,,,Arteries,1,1,Operations,Operations,Chest,"Cardiothoracics,Vascular,All Specialties",Yes,847,113000,95711000,26.51218141,7.980961854,,No,,"Bentall H, De Bono A. **A technique for complete replacement of the ascending aorta**. _Thorax_. 1968; 23(4): 338-339",,,,,,,,,,https://en.wikipedia.org/wiki/Bentall_procedure,,,,
B,Berry's ligament,Berry's ligament,1901 - Berry's ligament,"Endocrine,ENT",,Berry,James Berry,**James Berry**,Berry,England,London,"**London, England, UK**",Doctor_Surgeon,Thyroid / Parathyroid surgery,Yes,James Berry,1901,**1901**,M,London,51.553056,-0.165278,Europe,UK,UK,GBR,,,,,Endocrine,(Para)thyroid,1,1,Anatomy,Anatomy,Neck,,,28,20200,565600,19.10942259,5.752509401,,No,,,,,,,,"<p style=""text-align:justify"">The suspending ligament of the thyroid - A round, thickened elastic bundle attaching each of the two lobes of the thyroid gland to the trachea at the level of the second and third tracheal ring.</p>",http://www.whonamedit.com/synd.cfm/4046.html,,,,,,,
B,Bianchi procedure,Bianchi procedure,1980 - Bianchi procedure,"Paediatrics,General Surgery,Colorectal",Short Gut Syndrome,Bianchi,Adrian Bianchi,**Adrian Bianchi**,Bianchi,Manchester,Manchester,"**Manchester, England, UK**",Doctor_Surgeon,Small bowel resection,No,Adrian Bianchi,1980,**1980**,M,Manchester,53.46042,-2.22455,Europe,UK,UK,GBR,,,,,General,Small bowel,1,1,Operations,Operations,Abdomen,,No,27,4860,131220,17.0016281,5.118000033,,No,,Bianchi A. **Intestinal loop lengthening - a technique for increasing small intestinal length**. _J Pediatr Surg_. 1980; 15(2): 145-151,J Pediatr Surg,J Pediatr Surg,_Journal_: **Journal of Pediatric Surgery** (J Pediatr Surg),,,,,,,,,,,
B,Billroth I procedure,Billroth I procedure,1881 - Billroth I procedure,Oesophagogastric,"Gastric Cancer,Cancer - All,Peptic Ulcer Disease",Billroth,C A Theodor Billroth,**C A Theodor Billroth**,Billroth,Vienna,Vienna,"**Vienna, Austria**",Doctor_Surgeon,"Gastrectomy,Endoscopy,",Yes,C A Theodor Billroth,1881,**1881**,M,Vienna,48.213056,16.359722,Europe,Austria,Austria,AUT,,,,,Stomach,Stomach,1,1,Operations,Operations,Abdomen,,No,205,117000,23985000,24.5156291,7.379939723,,No,,Billroth T. **Offenes Schreiben an Herrn Dr L Wittelshöfer**.  _Wien Med Wchnschr_ 1881; 31: 162-166,,,,,,,http://www.whonamedit.com/synd.cfm/2730.html,,,https://en.wikipedia.org/wiki/Billroth_I,,,,
B,Billroth II procedure,Billroth II procedure,1885 - Billroth II procedure,Oesophagogastric,"Gastric Cancer,Cancer - All,Peptic Ulcer Disease",Billroth,C A Theodor Billroth,**C A Theodor Billroth**,Billroth,Vienna,Vienna,"**Vienna, Austria**",Doctor_Surgeon,"Gastrectomy,Endoscopy,",Yes,C A Theodor Billroth,1885,**1885**,M,Vienna,48.213062,16.359731,Europe,Austria,Austria,AUT,,,,,Stomach,Stomach,1,1,Operations,Operations,Abdomen,,No,333,155000,51615000,25.62128706,7.712775932,,No,,,,,,,,,http://www.whonamedit.com/synd.cfm/2731.html,,,https://en.wikipedia.org/wiki/Billroth_II,,,,
B,Bismuth types,Bismuth types,1975 - Bismuth types,HPB,"Cholangiocarcinoma,Cancer - All,",Bismuth,Henri Bismuth,**Henri Bismuth**,Bismuth,Paris,Paris,"**Paris, France** (Brousse Hospital)",Doctor_Surgeon,Liver surgery,No,Henri Bismuth,1975,**1975**,M,Paris,48.79536,2.36329,Europe,France,France,FRA,,,,,HPB,Biliary,1,1,Scores,Scores,Abdomen,"HPB,All Specialties",Yes,169,22100,3734900,21.83263819,6.572278978,,No,,"Bismuth H, Corlette MB. **Intrahepatic cholangioenteric anastomosis in carcinoma of the hilus of the liver**. _Surg Gynecol Obstet_. 1975; 140(2): 170-178",,,,,,Bismuth-Corlette classification,,,,,,,,
B,Blackledge lymphoma staging system,Blackledge lymphoma staging system,1979 - Blackledge lymphoma staging system,"Oesophagogastric,Colorectal","Lymphoma,Cancer - All,Hodgkin's Lymphoma",Blackledge,George Blackledge,**George Blackledge**,Blackledge,England,Manchester,"**Manchester, England, UK**",Doctor_Physician,"Gastrectomy,Small bowel resection,Colectomy",No,George Blackledge,1979,**1979**,M,Manchester,53.429749,-2.230049,Europe,UK,UK,GBR,,,,,Lymphoma,General,1,1,Scores,Scores,Abdomen,,No,9,21900,197100,17.58856825,5.294686624,,No,,"Blackledge G, Bush H, Dodge OG, Crowther D. **A study of gastro-intestinal lymphoma** _Clin Oncol_ 1979; 5(3): 209-219",,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/498613/,,,,,
B,Blatchford score,Blatchford score,2000 - Blatchford score,Oesophagogastric,GI Bleeding,Blatchford,Oliver Blatchford,**Oliver Blatchford**,Blatchford,Scotland,Glasgow,"**Glasgow, Scotland, UK**",Doctor,Endoscopy,No,Oliver Blatchford,2000,**2000**,M,Glasgow,55.875,-4.2914,Europe,UK,UK,GBR,,,,,Endoscopy,Endoscopy,1,1,Scores,Scores,,"Oesophagogastric,All Specialties",Yes,146,26900,3927400,21.90514311,6.594105136,MFPHM,No,11073021,"Blatchford O, Murray WR, Blatchford M. **A risk score to predict need for treatment for upper gastrointestinal haemorrhage** _Lancet_. 2000; 356(9238): 1318-1321 ","Lancet,The Lancet",Lancet,_Journal_: **The Lancet**,"Oesophagogastric,All",,"Blatchford O, Murray WR, BlatchfordM. A Risk Score to Predict Need for Treatment for Upper-Gastrointestinal Haemorrhage. 2000. Lancet",,,https://pubmed.ncbi.nlm.nih.gov/11073021/,https://en.wikipedia.org/wiki/Glasgow-Blatchford_score,,,,
B,Blumgart staging system,Blumgart staging system,1998 - Blumgart staging system,HPB,"Cholangiocarcinoma,Cancer - All",Blumgart,Leslie Harold Blumgart,**Leslie Harold Blumgart**,Blumgart,New York,New York,"**Manhattan, New York, USA** (Memorial Sloan Kettering Cancer Center)",,Liver surgery,No,Leslie Harold Blumgart,1998,**1998**,M,New York,40.76417,-73.95628,North America,USA,USA,USA,,,,,,,1,1,Scores,Scores,Abdomen,"HPB,All Specialties",Yes,25,16100,402500,18.61862926,5.604765885,,No,,"Burke EC, Jarnagin WR, Hochwald SN, Pisters PW, Fong Y, Blumgart LH. **Hilar Cholangiocarcinoma: patterns of spread, the importance of hepatic resection for curative operation, and a presurgical clinical staging system**. _Ann Surg_. 1998; 228(3): 385-394","Ann Surg,Annals of Surgery",Ann Surg,_Journal_: **Annals of Surgery** (Ann Surg),,,,,,https://pubmed.ncbi.nlm.nih.gov/9742921/,,,,,
B,Bochdalek hernia,Bochdalek hernia,1848 - Bochdalek hernia,"Oesophagogastric,Emergency Surgery,Paediatrics,Cardiothoracics","Diaphragmatic Hernia,Hernia",Bochdalek,Vincent Alexander Bochdalek,**Vincent Alexander Bochdalek**,Bochdalek,Prague,Prague,"**Prague, Czech Republic**",Doctor_Anatomist,Diaphragm repair,Yes,Vincent Alexander Bochdalek,1848,**1848**,M,Prague,50.08709,14.42385,Europe,Czech Republic,Czech Republic,CZE,,,,,Diaphragm,Diaphragm,1,1,Pathology,Pathology,Diaphragm,"All Specialties,Oesophagogastric,Paediatrics,Cardiothoracics",Yes,416,42700,17763200,24.08238817,7.249521206,,No,,,,,,,,,http://www.whonamedit.com/synd.cfm/3104.html,,,https://en.wikipedia.org/wiki/Bochdalek_hernia,,,,
B,Boerhaave syndrome,Boerhaave syndrome,1724 - Boerhaave syndrome,Oesophagogastric,"Oesophageal Rupture,Chest Pain",Boerhaave,Herman Boerhaave,**Herman Boerhaave**,Boerhaave,South Holland,Leiden,"**Leiden, Netherlands**",Doctor_Physician,,Yes,Herman Boerhaave,1724,**1724**,M,Leiden,52.161376,4.489233,Europe,Netherlands,Netherlands,NLD,,,,,Oesophagogastric,Oesophagus,1,1,Syndromes,Syndromes,,"Oesophagogastric,All Specialties",Yes,364,74800,27227200,24.69854529,7.435002982,FRS,Yes,,"H. Boerhaave: Atrocis, nec descripti prius, morbis historia: Secundum medicae artis leges conscripta. Lugduni Batavorum; Ex officine Boutesteniana. 1724",,,,"Oesophagogastric,All",,"Baronet Wassenaer, Admiral of the Republic, who ate a heavy meal, experienced severe chest pains, and died the next day",https://www.whonamedit.com/synd.cfm/2800.html,,,https://en.wikipedia.org/wiki/Esophageal_rupture,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1363344947,,,
B,Boey score,Boey score,1982 - Boey score,Oesophagogastric,"Peptic Ulcer Disease,Perforation",Boey,John Boey,**John Boey**,Boey,Pok Fu Lam,Hong Kong,**Hong Kong**,Doctor_Surgeon,Duodenal surgery,No,John Boey,1982,**1982**,M,Hong Kong,22.27006,114.13115,Asia,China,China,HGK,,,,,Oesophagogastric,Duodenum,1,1,Scores,Scores,Abdomen,,Yes,29,3230,93670,16.51529944,4.97160052,,No,,"Boey J, Wong J, Ong GB. **A prospective study of operative risk factors in perforated duodenal ulcers**. _Ann Surg_. 195(3): 265-269","Ann Surg,Annals of Surgery",Ann Surg,_Journal_: **Annals of Surgery** (Ann Surg),"Oesophagogastric,General Surgery,All",,,,,https://pubmed.ncbi.nlm.nih.gov/7059238/,,,,,
B,Bogros' space,Bogros' space,1823 - Bogros' space,Hernia,Hernia,Bogros,AJ Bogros,**AJ Bogros**,Bogros,Île-de-France,Paris,"**Paris, France**",Doctor_Surgeon,Laparoscopic groin hernia repair,No,AJ Bogros,1823,**1823**,M,Paris,48.8513,2.3409,Europe,France,France,FRA,,,,,Hernia,Inguinal,1,1,Anatomy,Anatomy,Groin,,,6,3670,22020,14.42652685,4.342817315,,No,,"Bogros AJ (1823) Essai sur l’anatomie chirurgical de la region iliac et description d’un nouveau procede pour faire la ligature des arteres epigastrique et iliaque externe. Th. Paris, no. 153. A Paris, de l’imprimerie de Didot le Jeune, imprimeur de la Faculte de Medicine, rue des Macons, Sorbonne no. 13",,,,,,,,,,https://en.wikipedia.org/wiki/Retroinguinal_space,,,,
B,Borrmann type,Borrmann type,1926 - Borrmann type,Oesophagogastric,"Gastric Cancer,Cancer - All",Borrmann,Robert Karl August Borrmann,**Robert Borrmann**,Borrmann,Bremen,Bremen,"**Bremen, Germany**",Doctor_Pathologist,"Gastrectomy,",No,Robert Karl August Borrmann,1926,**1926**,M,Bremen,53.10743,8.85145,Europe,Germany,Germany,DEU,,,,,Stomach,Stomach,1,1,Scores,Scores,Abdomen,,No,565,35700,20170500,24.26574351,7.304716664,,No,,,,,,,,Geschwülste des Magens und Duodenums. Vol. I Berlin: Springer; 1926. Borrmann lived 1870-1943.,,,,https://de.wikipedia.org/wiki/Robert_Borrmann,,,,
B,Bouveret syndrome,Bouveret syndrome,1896 - Bouveret syndrome,"Oesophagogastric,HPB,Emergency Surgery","Gallstone Disease,Obstruction,Gastric Outlet Obstruction,",Bouveret,Léon Bouveret,**Léon Bouveret**,Bouveret,Auvergne-Rhône-Alpes,Lyon,"**Lyon, France**",Doctor_Physician,Duodenal surgery,Yes,Léon Bouveret,1896,**1896**,M,Lyon,45.758333,4.836389,Europe,France,France,FRA,,,,,Oesophagogastric,Duodenum,1,1,Syndromes,Syndromes,Abdomen,,No,126,20200,2545200,21.2793476,6.405721915,,No,,Bouveret L. **Sténose du pylore adhérent à la vésicule calculeuse**. _Rev Med_. 1896; 16: 1-16,Revue de Medecin,,,,,,,,,,,,,
B,Braxton Hicks contractions,Braxton Hicks contractions,1872 - Braxton Hicks contractions,"Obstetrics,Gynaecology",Labour,Braxton Hicks,John Braxton Hicks,**John Braxton Hicks**,Braxton Hicks,London,London,"**London, England, UK** (Guy's Hospital)",Doctor_Obstetrician,,Yes,John Braxton Hicks,1872,**1872**,M,London,51.503333,-0.086944,Europe,UK,UK,GBR,,,,,Uterus,Uterus,1,1,Physiology,Physiology,Pelvis,"Obstetrics,All Specialties",Yes,33,230000,7590000,22.85566845,6.880241776,,No,,,,,,,,,https://www.whonamedit.com/synd.cfm/4017.html,,,https://en.wikipedia.org/wiki/Braxton_Hicks_contractions,,,,
B,Breslow thickness,Breslow thickness,1970 - Breslow thickness,"Plastics,General Surgery",Melanoma,Breslow,Alexander Breslow,**Alexander Breslow**,Breslow,Washington DC,Washington DC,"**Washington DC, USA**",Doctor_Pathologist,Wide local excision,No,Alexander Breslow,1970,**1970**,M,Washington DC,38.90126,-77.05057,North America,USA,USA,USA,,,,,,,1,1,Scores,Scores,,"Plastics,General Surgery,All Specialties",Yes,1631,177000,288687000,28.1049309,8.460427227,,No,,"Breslow A. **Thickness, cross-sectional areas and depth of invasion in the prognosis of cutaneous melanoma**. _Ann Surg_. 1970; 172(5): 902-908","Ann Surg,Annals of Surgery",Ann Surg,_Journal_: **Annals of Surgery** (Ann Surg),,,,,"https://journals.lww.com/annalsofsurgery/Citation/1970/11000/Thickness,_Cross_Sectional_Areas_and_Depth_of.17.aspx",,https://en.wikipedia.org/wiki/Breslow%27s_depth,,,,
B,Brodmann's area,Brodmann's area,1909 - Brodmann's area,Neurosurgery,"Glioblastoma,Astrocytoma,Brain Tumor",Brodmann,Korbinian Brodmann,**Korbinian Brodmann**,Brodmann,Berlin,Berlin,"**Berlin, Germany**",Doctor_Physician,Craniotomy,Yes,Korbinian Brodmann,1909,**1909**,M,Berlin,52.518056,13.393333,Europe,Germany,Germany,DEU,,,,,,Brain,1,1,Anatomy,Anatomy,Brain,"Neurosurgery,All Specialties",Yes,2010,501000,1007010000,29.90743086,9.003033783,,No,,,,,,,,,https://www.whonamedit.com/synd.cfm/1313.html,,,https://en.wikipedia.org/wiki/Brodmann_area,,,,
B,Brooke ileostomy,Brooke ileostomy,1952 - Brooke ileostomy,Colorectal,Stoma,Brooke,Bryan Nicholas Brooke,**Bryan Nicholas Brooke**,Brooke,England,Birmingham,"**Birmingham, England, UK**",Doctor_Surgeon,"Colectomy,Small bowel resection,Stoma",No,Bryan Nicholas Brooke,1952,**1952**,M,Birmingham,52.453,-1.9396,Europe,UK,UK,GBR,,,,,Small bowel,Small bowel,Incisions,Incisions,Operations,Operations,,,,101,11400,1151400,20.13495769,6.061226225,FRCS(Eng),No,,"Brooke BN. **The management of an ileostomy, including its complications**. _Lancet_. 1952; 2(6725): 102-104","Lancet,The Lancet",Lancet,_Journal_: **The Lancet**,,,,,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(52)92149-1/fulltext,,,,,,
B,Broselow tape,Broselow tape,1985 - Broselow tape,"Paediatrics,Trauma,Anaesthetics",,Broselow,James Broselow,**James Broselow**,Broselow,North Carolina,North Carolina,"**North Carolina, USA**",Doctor_Physician,,No,James Broselow,1985,**1985**,M,Hickory,35.71388,-81.26692,North America,USA,USA,USA,,,,,,,1,1,Instruments,Instruments,,"Anaesthetics,Paediatrics",Yes,100,24100,2410000,21.20060172,6.382017043,,No,,,,,,,,,,,,https://en.wikipedia.org/wiki/Broselow_tape,,,,
B,Brown-Séquard syndrome,Brown-Séquard syndrome,1851 - Brown-Séquard syndrome,"Trauma,Neurosurgery",Spinal Cord Injury,Brown-Séquard,Charles-Édouard Brown-Séquard,**Charles-Édouard Brown-Séquard**,Brown-Séquard,Port Louis,Port Louis,"**Port Louis, Mauritius**",,,Yes,Charles-Édouard Brown-Séquard,1851,**1851**,M,Port Louis,-20.15906,57.50217,Africa,Mauritius,Mauritius,MUS,,,,,Spine,Spinal cord,1,1,Syndromes,Syndromes,Spine,"Trauma,Neurosurgery,All Specialties",Yes,613,90200,55292600,25.72058308,7.742667012,,Yes,,Brown-Séquard CE. **De la transmission croisée des impressions sensitives par la moelle épinière**. _C R Soc Biol_. 1851; 2: 33-44,Comptes rendus de la Société de biologie,Comptes rendus de la Société de biologie,_Journal_: **Comptes rendus de la Société de biologie**,,,,https://www.whonamedit.com/synd.cfm/973.html,,,https://en.wikipedia.org/wiki/Brown-Séquard_syndrome,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/2029223137,,,
B,Brunner's glands,Brunner's glands,1687 - Brunner's glands,Oesophagogastric,,Brunner,Johann Conrad Brunner,**Johann Conrad Brunner**,Brunner,Heidelberg,Heidelberg,"**Heideberg, Germany**",,Duodenal surgery,No,Johann Conrad Brunner,1687,**1687**,M,Heidelberg,49.410278,8.706389,Europe,Germany,Germany,DEU,,,,,Duodenum,Duodenum,1,1,Physiology,Physiology,Abdomen,,No,453,65000,29445000,24.81151934,7.469011559,,No,,,,,,,,,,,,https://en.wikipedia.org/wiki/Brunner%27s_glands,,,,
B,Budd-Chiari syndrome,Budd-Chiari syndrome,1898 - Budd-Chiari syndrome,"HPB,Transplant","Liver Dysfunction,Jaundice,Abdominal Pain",Budd-Chiari,George Budd & Hans Chiari,**George Budd** & **Hans Chiari**,Budd-Chiari,Prague,Prague,"**Prague, Czech Republic**",,Liver transplantation,Yes,George Budd,1898,**1898**,M,Prague,50.0885,14.4039,Europe,Czech Republic,Czech Republic,CZE,Hans Chiari,,,,Liver,Liver,1,1,Syndromes,Syndromes,Abdomen,"HPB,All Specialties,Transplant",Yes,4068,302000,1228536000,30.19429299,9.089387887,,Yes,,,,,,,,,,,,https://en.wikipedia.org/wiki/Budd–Chiari_syndrome,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1300118676,,,
B,Buerger disease,Buerger disease,1908 - Buerger disease,Vascular,,Buerger,Leo Buerger,**Leo Buerger**,Buerger,New York,New York,"**Manhattan, New York, USA**",Doctor,,Yes,Leo Buerger,1908,**1908**,M,New York,40.790066,-73.953249,North America,USA,USA,USA,,,,,Vascular,General,1,1,Pathology,Pathology,,,,162,150000,24300000,24.53445298,7.385606274,,4A44.8,,,,,,,,"Thromboangiitis obliterans, also known as Buerger disease, is a recurring progressive inflammation and thrombosis of small and medium sized arteries and veins of the hands and feet.",https://www.whonamedit.com/synd.cfm/2724.html,,,https://en.wikipedia.org/wiki/Thromboangiitis_obliterans,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1000683110,,,
B,Burkitt's lymphoma,Burkitt's lymphoma,1958 - Burkitt's lymphoma,General Surgery,"Cancer - All,Lymphoma",Burkitt,Denis Parsons Burkitt,**Denis Parsons Burkitt**,Burkitt,Buganda,Kampala,"**Kampala, Uganda**",Doctor_Surgeon,,Yes,Denis Parsons Burkitt,1958,**1958**,M,Kampala,0.338056,32.577222,Africa,Uganda,Uganda,UGA,,,,,General,General,1,1,Pathology,Pathology,,"General Surgery,All Specialties",Yes,13787,1880000,25919560000,34.59332218,10.41362762,,Yes,,Burkitt D. **A sarcoma involving the jaws in African children**. _Br J Surg_. 1958; 46(197): 218-223,Br J Surg,,,"General Surgery,All",,,https://www.whonamedit.com/synd.cfm/2511.html,,https://pubmed.ncbi.nlm.nih.gov/13628987/,,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/2100138081,,,
